time_stamp,Tair,Tsurf,5.8 cm,0 cm,-15 cm
2018-09-13 11:00:00,1.734109,3.378543,2.70951922106633,1.07947573662352,0.03
2018-09-13 12:00:00,2.015469,4.379783,2.7816649728494,1.56409794538786,0.04
2018-09-13 13:00:00,2.466815,4.338187,3.30408103368376,2.03526171073901,0.06
2018-09-13 14:00:00,2.372785,4.523766,2.89726532374488,2.03052771315043,0.08
2018-09-13 15:00:00,2.027992,4.041045,2.49467477354051,2.17271867149054,0.12
2018-09-13 16:00:00,1.629217,3.5041,1.96606261425103,2.03211894957514,0.17
2018-09-13 17:00:00,1.673605,2.481686,1.94499352003879,1.96260382196363,0.22
2018-09-13 18:00:00,1.686182,2.2828457,1.65492869212034,1.85579312723928,0.27
2018-09-13 19:00:00,0.9190865,0.74762164,0.336300990716438,0.959756200950267,0.3
2018-09-13 20:00:00,0.3472321,0.0314798,-0.037686120959847,0.42035452799206,0.33
2018-09-13 21:00:00,0.655549,0.30281491,-0.063312238902427,0.183391832514644,0.36
2018-09-13 22:00:00,0.488816,-0.13174019,-0.080915432999746,0.012326830870791,0.35
